GDP1,GDP2,GDP3,GDP4,GDP5,GDP6,Ecology1,Ecology2,Ecology3,Ecology4,Ecology5,Ecology6
24493,1395.4,992.5,714.8,523.6,1,0,191.5,630.5,1184.6,273.4,32.2
